date,facility,facility_id,organization_name,subregion,gmv,orders,gmv_minus_discount,week,month
2023-08-01,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,abundant river,Northwest,1807.0,44,1722.11,2023-07-31,2023-08-01
2023-08-01,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,agile tiger,Northwest,33.99,1,33.99,2023-07-31,2023-08-01
2023-08-01,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,alluring dolphin,Northwest,1110.95,38,1104.95,2023-07-31,2023-08-01
2023-08-01,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,charming island,Northwest,30.0,1,30.0,2023-07-31,2023-08-01
2023-08-01,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,colorful kangaroo,Northwest,12.4,1,12.4,2023-07-31,2023-08-01
2023-08-01,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,dazzling river,Northwest,243.35000000000002,11,243.35000000000002,2023-07-31,2023-08-01
2023-08-01,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,elegant mountain,Northwest,211.64999999999998,4,206.64999999999998,2023-07-31,2023-08-01
2023-08-01,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,fearless elephant,Northwest,315.79999999999995,13,315.79999999999995,2023-07-31,2023-08-01
2023-08-01,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,fearless piano,Northwest,422.86,2,412.86,2023-07-31,2023-08-01
2023-08-01,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,fruity house,Northwest,20.98,1,20.98,2023-07-31,2023-08-01
2023-08-01,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,graceful house,Northwest,43.79,2,38.79,2023-07-31,2023-08-01
2023-08-01,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,nimble night,Northwest,84.35,4,72.97,2023-07-31,2023-08-01
2023-08-01,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,nimble tiger,Northwest,77.53999999999999,5,77.53999999999999,2023-07-31,2023-08-01
2023-08-01,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,resilient zebra,Northwest,18.0,1,18.0,2023-07-31,2023-08-01
2023-08-01,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,tactful river,Northwest,307.39,8,307.39,2023-07-31,2023-08-01
2023-08-01,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,vibrant piano,Northwest,615.44,15,592.59,2023-07-31,2023-08-01
2023-08-01,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,witty house,Northwest,122.94,3,111.95,2023-07-31,2023-08-01
2023-08-01,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,ambitious guitar,Chicago & Milwaukee,26.0,1,26.0,2023-07-31,2023-08-01
2023-08-01,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,boring apple,Chicago & Milwaukee,1416.3400000000001,41,888.79,2023-07-31,2023-08-01
2023-08-01,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,colorful night,Chicago & Milwaukee,215.06,6,127.44,2023-07-31,2023-08-01
2023-08-01,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,delicious ocean,Chicago & Milwaukee,72.0,3,68.01,2023-07-31,2023-08-01
2023-08-01,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,delicious tiger,Chicago & Milwaukee,509.05,18,489.06,2023-07-31,2023-08-01
2023-08-01,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,fearless tiger,Chicago & Milwaukee,18.98,1,18.98,2023-07-31,2023-08-01
2023-08-01,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,insightful house,Chicago & Milwaukee,153.87,3,130.88,2023-07-31,2023-08-01
2023-08-01,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,magnificent jungle,Chicago & Milwaukee,645.33,28,619.35,2023-07-31,2023-08-01
2023-08-01,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,magnificent night,Chicago & Milwaukee,1.65,1,1.65,2023-07-31,2023-08-01
2023-08-01,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,serene jungle,Chicago & Milwaukee,219.35999999999999,5,165.39,2023-07-31,2023-08-01
2023-08-01,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,vibrant laptop,Chicago & Milwaukee,19.8,1,19.8,2023-07-31,2023-08-01
2023-08-01,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,abundant xylophone,Southwest,17.97,1,17.97,2023-07-31,2023-08-01
2023-08-01,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,alluring tiger,Southwest,146.86,4,109.89,2023-07-31,2023-08-01
2023-08-01,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,elegant valley,Southwest,201.3,10,188.32,2023-07-31,2023-08-01
2023-08-01,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,insightful house,Southwest,121.0,3,121.0,2023-07-31,2023-08-01
2023-08-01,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,insightful piano,Southwest,341.0,7,341.0,2023-07-31,2023-08-01
2023-08-01,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,optimistic apple,Southwest,32.5,1,26.51,2023-07-31,2023-08-01
2023-08-01,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,passionate elephant,Southwest,11.25,1,11.25,2023-07-31,2023-08-01
2023-08-01,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,passionate flower,Southwest,513.01,20,513.01,2023-07-31,2023-08-01
2023-08-01,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,resilient apple,Southwest,141.7,6,103.59,2023-07-31,2023-08-01
2023-08-01,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,serene mountain,Southwest,138.07,6,138.07,2023-07-31,2023-08-01
2023-08-01,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,tactful valley,Southwest,28.97,2,28.97,2023-07-31,2023-08-01
2023-08-01,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,tactful waterfall,Southwest,136.82999999999998,3,136.82999999999998,2023-07-31,2023-08-01
2023-08-01,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,vibrant laptop,Southwest,119.15,5,114.15,2023-07-31,2023-08-01
2023-08-01,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,abundant cloud,Northeast,15.0,1,11.01,2023-07-31,2023-08-01
2023-08-01,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,abundant river,Northeast,217.0,3,217.0,2023-07-31,2023-08-01
2023-08-01,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,boring apple,Northeast,691.45,23,519.56,2023-07-31,2023-08-01
2023-08-01,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,dazzling guitar,Northeast,124.0,4,124.0,2023-07-31,2023-08-01
2023-08-01,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,delicious house,Northeast,392.26,26,392.26,2023-07-31,2023-08-01
2023-08-01,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,fearless island,Northeast,1997.42,59,1825.5,2023-07-31,2023-08-01
2023-08-01,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,graceful apple,Northeast,55.989999999999995,2,55.989999999999995,2023-07-31,2023-08-01
2023-08-01,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,graceful laptop,Northeast,270.85,8,242.89,2023-07-31,2023-08-01
2023-08-01,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,optimistic apple,Northeast,166.78,6,166.78,2023-07-31,2023-08-01
2023-08-01,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,witty piano,Northeast,157.87,2,157.87,2023-07-31,2023-08-01
2023-08-01,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,abundant elephant,Texas,130.0,6,110.0,2023-07-31,2023-08-01
2023-08-01,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,gigantic yacht,Texas,156.01999999999998,6,156.01999999999998,2023-07-31,2023-08-01
2023-08-01,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,optimistic apple,Southeast,64.25,3,64.25,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,abundant river,Northwest,4287.0,109,3967.2799999999997,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,agile tiger,Northwest,16.98,1,16.98,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,agile umbrella,Northwest,170.0,5,139.03,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,alluring dolphin,Northwest,3929.3,160,3908.3,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,ambitious dolphin,Northwest,18.0,1,18.0,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,benevolent quilt,Northwest,86.0,4,86.0,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,boring apple,Northwest,29.9,2,29.9,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,charming island,Northwest,106.75,2,106.75,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,colorful kangaroo,Northwest,11.4,1,11.4,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,dazzling tiger,Northwest,16.5,1,16.5,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,elegant mountain,Northwest,107.85,6,107.85,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,fearless elephant,Northwest,1073.02,49,1073.02,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,fearless piano,Northwest,1752.98,37,1650.68,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,fruity house,Northwest,114.9,4,114.9,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,graceful house,Northwest,165.76,6,165.76,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,graceful zebra,Northwest,42.0,2,42.0,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,joyful laptop,Northwest,220.0,9,190.04,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,magnificent waterfall,Northwest,19.0,1,19.0,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,nimble night,Northwest,488.4,15,454.01,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,nimble tiger,Northwest,36.489999999999995,2,36.489999999999995,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,resilient zebra,Northwest,84.0,3,75.61,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,serene elephant,Northwest,78.96,2,78.96,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,tactful river,Northwest,2889.4399999999996,32,2889.4399999999996,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,vibrant piano,Northwest,276.69,8,254.42000000000002,2023-07-31,2023-08-01
2023-08-02,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,witty house,Northwest,276.23,11,224.7,2023-07-31,2023-08-01
2023-08-02,NA-US-CO-DEN-Aurora,2019e0f4-7fd8-47fd-a858-9e5c4b409a39,abundant bicycle,Northwest,1067.06,25,931.18,2023-07-31,2023-08-01
2023-08-02,NA-US-CO-DEN-Aurora,2019e0f4-7fd8-47fd-a858-9e5c4b409a39,optimistic flower,Northwest,817.13,20,748.58,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,abundant apple,Chicago & Milwaukee,114.91,4,106.92,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,abundant dolphin,Chicago & Milwaukee,13.98,1,13.98,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,agile tiger,Chicago & Milwaukee,11.97,1,11.97,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,benevolent island,Chicago & Milwaukee,23.0,3,23.0,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,benevolent waterfall,Chicago & Milwaukee,21.85,1,21.85,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,boring apple,Chicago & Milwaukee,7112.7,210,4607.72,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,colorful night,Chicago & Milwaukee,381.42,24,251.32,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,dazzling apple,Chicago & Milwaukee,116.9,4,116.9,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,delicious ocean,Chicago & Milwaukee,207.5,9,191.78,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,delicious tiger,Chicago & Milwaukee,5095.3,199,5004.4,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,dynamic xylophone,Chicago & Milwaukee,106.0,3,106.0,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,fearless tiger,Chicago & Milwaukee,8.0,1,8.0,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,fruity kangaroo,Chicago & Milwaukee,453.63,13,271.77,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,fruity valley,Chicago & Milwaukee,41.849999999999994,2,41.849999999999994,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,fruity waterfall,Chicago & Milwaukee,180.07,9,164.07999999999998,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,insightful house,Chicago & Milwaukee,26.98,1,23.98,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,magnificent jungle,Chicago & Milwaukee,2239.32,103,2239.32,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,magnificent night,Chicago & Milwaukee,77.42,3,72.42,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,serene jungle,Chicago & Milwaukee,2222.68,57,1452.68,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,vibrant laptop,Chicago & Milwaukee,796.8,28,747.0,2023-07-31,2023-08-01
2023-08-02,NA-US-IL-DUN-Avondale,54341152-da81-4b58-8ba3-8604bc1ff2dc,witty laptop,Chicago & Milwaukee,420.4,13,373.38,2023-07-31,2023-08-01
2023-08-02,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,abundant xylophone,Southwest,77.87,4,67.29,2023-07-31,2023-08-01
2023-08-02,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,alluring tiger,Southwest,274.17,7,250.19,2023-07-31,2023-08-01
2023-08-02,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,ambitious mountain,Southwest,142.56,6,134.56,2023-07-31,2023-08-01
2023-08-02,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,elegant island,Southwest,13.98,1,13.98,2023-07-31,2023-08-01
2023-08-02,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,elegant valley,Southwest,985.69,33,937.75,2023-07-31,2023-08-01
2023-08-02,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,insightful piano,Southwest,717.5,13,693.5,2023-07-31,2023-08-01
2023-08-02,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,joyful laptop,Southwest,280.0,11,252.04000000000002,2023-07-31,2023-08-01
2023-08-02,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,joyful river,Southwest,167.5,6,144.5,2023-07-31,2023-08-01
2023-08-02,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,passionate elephant,Southwest,60.21,2,60.21,2023-07-31,2023-08-01
2023-08-02,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,passionate flower,Southwest,1408.36,47,1408.36,2023-07-31,2023-08-01
2023-08-02,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,resilient apple,Southwest,1486.85,52,1116.05,2023-07-31,2023-08-01
2023-08-02,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,serene mountain,Southwest,610.78,26,610.78,2023-07-31,2023-08-01
2023-08-02,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,serene night,Southwest,470.0,6,470.0,2023-07-31,2023-08-01
2023-08-02,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,tactful jungle,Southwest,50.0,2,50.0,2023-07-31,2023-08-01
2023-08-02,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,tactful valley,Southwest,137.31,5,101.27,2023-07-31,2023-08-01
2023-08-02,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,tactful waterfall,Southwest,1059.86,27,1048.16,2023-07-31,2023-08-01
2023-08-02,NA-US-NG-OTT-Tempe (Kitchens) (correct),a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,vibrant laptop,Southwest,1426.55,56,1346.7,2023-07-31,2023-08-01
2023-08-02,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,abundant cloud,Northeast,77.75,3,61.75,2023-07-31,2023-08-01
2023-08-02,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,abundant river,Northeast,2060.03,75,1962.03,2023-07-31,2023-08-01
2023-08-02,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,abundant zebra,Northeast,99.0,4,99.0,2023-07-31,2023-08-01
2023-08-02,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,ambitious tiger,Northeast,540.04,18,530.06,2023-07-31,2023-08-01
2023-08-02,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,boring apple,Northeast,2980.59,87,2209.93,2023-07-31,2023-08-01
2023-08-02,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,dazzling guitar,Northeast,52.0,1,52.0,2023-07-31,2023-08-01
2023-08-02,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,delicious house,Northeast,1823.79,106,1823.79,2023-07-31,2023-08-01
2023-08-02,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,fearless island,Northeast,2566.99,97,2024.7,2023-07-31,2023-08-01
2023-08-02,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,graceful apple,Northeast,328.99,9,308.99,2023-07-31,2023-08-01
2023-08-02,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,graceful laptop,Northeast,2942.92,90,2721.17,2023-07-31,2023-08-01
2023-08-02,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,graceful sunshine,Northeast,45.95,2,45.95,2023-07-31,2023-08-01
2023-08-02,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,magnificent jungle,Northeast,45.46,2,45.46,2023-07-31,2023-08-01
2023-08-02,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,nimble river,Northeast,4.5,1,4.5,2023-07-31,2023-08-01
2023-08-02,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,optimistic apple,Northeast,552.5,17,552.5,2023-07-31,2023-08-01
2023-08-02,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,vibrant dolphin,Northeast,417.49,15,374.54,2023-07-31,2023-08-01
2023-08-02,NA-US-OD-5th (correct),54d4375f-4c79-4444-ad83-f54362c08198,witty piano,Northeast,37.96,2,32.96,2023-07-31,2023-08-01
2023-08-02,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,abundant elephant,Texas,282.25,13,262.25,2023-07-31,2023-08-01
2023-08-02,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,agile tiger,Texas,31.92,2,31.92,2023-07-31,2023-08-01
2023-08-02,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,dynamic umbrella,Texas,24.0,1,24.0,2023-07-31,2023-08-01
2023-08-02,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,gigantic yacht,Texas,1157.6299999999999,43,1157.6299999999999,2023-07-31,2023-08-01
2023-08-02,NA-US-TUCS-SA-Lombrano (Correct),ee395d7f-589b-4208-a745-90a8a0aa3bfd,tactful flower,Texas,45.58,2,45.58,2023-07-31,2023-08-01
2023-08-02,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,boring river,Southeast,38.0,2,38.0,2023-07-31,2023-08-01
2023-08-02,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,optimistic apple,Southeast,276.45,11,270.46000000000004,2023-07-31,2023-08-01
2023-08-02,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,serene valley,Southeast,152.9,7,140.9,2023-07-31,2023-08-01
2023-08-02,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,tactful house,Southeast,16.19,1,8.09,2023-07-31,2023-08-01
2023-08-02,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,tactful yacht,Southeast,893.65,24,764.32,2023-07-31,2023-08-01
2023-08-02,NA-US-TX-KOL-18th,40cb78af-5b18-4044-82af-8751b9c34b58,vibrant mountain,Southeast,282.6,12,282.6,2023-07-31,2023-08-01
2023-08-03,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,abundant river,Northwest,3395.5,101,3229.67,2023-07-31,2023-08-01
2023-08-03,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,agile tiger,Northwest,73.95,4,70.95,2023-07-31,2023-08-01
2023-08-03,NA-US-CA(N)-NH-Ruff (Kitchens),905cbe43-327f-4d3e-a897-48ee81a64ade,alluring dolphin,Northwest,4736.55,161,4713.55,2023-07-31,2023-08-01
