date,facility_id,facility_name,labor_hours_actual_including_cr_hours_allocation,daily_cr_labor_hours_allocation
2023-08-21,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),18.25,0.0
2023-08-11,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),23.316667,0.0
2023-08-14,a9eb0fc1-7699-43b4-bd4c-6bb5b8195a87,NA-US-NG-OTT-Tempe (Kitchens) (correct),13.166667,0.0
2023-08-08,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.766667,0.0
2023-08-02,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.916667,0.0
2023-09-03,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0
2023-08-18,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.533333,0.0
2023-08-09,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.616667,0.0
2023-08-20,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0
2023-09-01,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),4.016667,0.0
2023-08-11,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.1,0.0
2023-08-15,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.0,0.0
2023-08-03,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.0,0.0
2023-08-01,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.066667,0.0
2023-08-19,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.1,0.0
2023-08-04,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.266667,0.0
2023-08-13,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0
2023-09-07,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0
2023-09-04,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0
2023-08-31,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.866667,0.0
2023-08-30,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.0,0.0
2023-08-25,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.8,0.0
2023-08-21,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0
2023-08-23,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.9,0.0
2023-08-28,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0
2023-08-26,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.25,0.0
2023-08-17,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.583333,0.0
2023-08-06,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0
2023-08-24,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),5.083333,0.0
2023-08-07,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0
2023-08-29,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),12.133333,0.0
2023-08-10,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),7.85,0.0
2023-08-05,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),6.983333,0.0
2023-08-16,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),5.633333,0.0
2023-08-12,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),6.883333,0.0
2023-08-14,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0
2023-08-27,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0
2023-09-06,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0
2023-08-22,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),8.883333,0.0
2023-09-02,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),6.933333,0.0
2023-09-05,ee395d7f-589b-4208-a745-90a8a0aa3bfd,NA-US-TUCS-SA-Lombrano (Correct),0.0,0.0
